"","ID","gene_name","gene_desc","best_db","sporprot"
"932","P54539","yqjB","Putative L,D-transpeptidase YqjB (EC 2.-.-.-)","DRAM","sporulation_prot"
"933","P54540","yqjC","Uncharacterized protein YqjC","DRAM","sporulation_prot"
"934","P54597","yhcM","Uncharacterized protein YhcM","DRAM","sporulation_prot"
"935","P54598","yhcN","Probable spore germination lipoprotein YhcN","DRAM","sporulation_prot"
"936","P54599","yhcO","Uncharacterized protein YhcO","DRAM","sporulation_prot"
"937","P54601","yhcQ","Spore coat protein F-like protein YhcQ","DRAM","sporulation_prot"
"938","P54604","yhcT","Uncharacterized RNA pseudouridine synthase YhcT (EC 5.4.99.-) (RNA pseudouridylate synthase) (RNA-uridine isomerase)","DRAM","sporulation_prot"
"939","P54606","yhcV","CBS domain-containing protein YhcV","DRAM","sporulation_prot"
"940","P54943","yxeD","Uncharacterized protein YxeD","DRAM","sporulation_prot"
"9411","P54944","yxeE","Protein YxeE","DRAM","sporulation_prot"
"942","P55339","ecsA","ABC-type transporter ATP-binding protein EcsA","DRAM","sporulation_prot"
"943","P55340","ecsB","Protein EcsB","DRAM","sporulation_prot"
"944","P56953","cry1Cb","Pesticidal crystal protein Cry1Cb (133 kDa crystal protein) (Crystaline entomocidal protoxin) (Insecticidal delta-endotoxin CryIC(b))","DRAM","sporulation_prot"
"945","P56955","cry5Ac","Pesticidal crystal protein Cry5Ac (135 kDa crystal protein) (Crystaline entomocidal protoxin) (Insecticidal delta-endotoxin CryVA(c))","DRAM","sporulation_prot"
"946","P56956","cry21Aa","Pesticidal crystal protein Cry21Aa (132 kDa crystal protein) (Crystaline entomocidal protoxin) (Insecticidal delta-endotoxin CryXXIA(a))","DRAM","sporulation_prot"
"947","P56957","cry22Aa","Pesticidal crystal protein Cry22Aa (79 kDa crystal protein) (Crystaline entomocidal protoxin) (Insecticidal delta-endotoxin CryXXIIA(a))","DRAM","sporulation_prot"
"948","P57091","cry18Ba","Parasporal crystal protein Cry18Ba (76 kDa crystal protein) (Crystaline parasporal protoxin) (Parasporal delta-endotoxin CryXVIIIB(a))","DRAM","sporulation_prot"
"949","P57092","cry18Ca","Parasporal crystal protein Cry18Ca (78 kDa crystal protein) (Crystaline parasporal protoxin) (Parasporal delta-endotoxin CryXVIIIC(a))","DRAM","sporulation_prot"
"950","P58253","spo0A","Stage 0 sporulation protein A homolog","DRAM","sporulation_prot"
"9511","P59104","cwlJ","Cell wall hydrolase CwlJ","DRAM","sporulation_prot"
"952","P59105","sleB","Spore cortex-lytic enzyme (SCLE)","DRAM","sporulation_prot"
"953","P59106","oB1805","Sporulation protein YpeB","DRAM","sporulation_prot"
"954","P59174","gpmI","2,3-bisphosphoglycerate-independent phosphoglycerate mutase (BPG-independent PGAM) (Phosphoglyceromutase) (iPGM) (EC 5.4.2.12)","DRAM","sporulation_prot"
"955","P59623","spoIIAB","Anti-sigma F factor (EC 2.7.11.1) (Stage II sporulation protein AB)","DRAM","sporulation_prot"
"956","P59624","spoIIAB","Anti-sigma F factor (EC 2.7.11.1) (Stage II sporulation protein AB)","DRAM","sporulation_prot"
"957","P60495","pxpB","5-oxoprolinase subunit B (5-OPase subunit B) (EC 3.5.2.9) (5-oxoprolinase (ATP-hydrolyzing) subunit B) (Antikinase KipI) (Kinase A inhibitor) (Sporulation inhibitor KipI)","DRAM","sporulation_prot"
"958","P62164","gerPA","Probable spore germination protein GerPA","DRAM","sporulation_prot"
"959","P62165","gerPA","Probable spore germination protein GerPA","DRAM","sporulation_prot"
"960","P62177","sigE","RNA polymerase sigma-35 factor","DRAM","sporulation_prot"
"9611","P62178","sigE","RNA polymerase sigma-35 factor","DRAM","sporulation_prot"
"962","P62179","sigE","RNA polymerase sigma-35 factor","DRAM","sporulation_prot"
"963","P62180","sigK","RNA polymerase sigma-28 factor","DRAM","sporulation_prot"
"964","P62181","sigK","RNA polymerase sigma-28 factor","DRAM","sporulation_prot"
"965","P62182","sigK","RNA polymerase sigma-28 factor","DRAM","sporulation_prot"
"966","P62183","gerPF","Probable spore germination protein GerPF","DRAM","sporulation_prot"
"967","P62185","gerPF","Probable spore germination protein GerPF","DRAM","sporulation_prot"
"968","P62186","gerPF","Probable spore germination protein GerPF","DRAM","sporulation_prot"
"969","P70877","spoIIAA","Anti-sigma F factor antagonist (Stage II sporulation protein AA)","DRAM","sporulation_prot"
"970","P70878","spoIIAB","Anti-sigma F factor (EC 2.7.11.1) (Stage II sporulation protein AB)","DRAM","sporulation_prot"
"9711","P70958","ywmA","Uncharacterized protein YwmA","DRAM","sporulation_prot"
"972","P70962","rapB","Response regulator aspartate phosphatase B (EC 3.1.3.-) (Protein-aspartate phosphatase RapB) (Stage 0 sporulation protein P)","DRAM","sporulation_prot"
"973","P70997","pbpG","Penicillin-binding protein 2D (PBP-2D) (PBP2d) [Includes: Penicillin-insensitive transglycosylase (EC 2.4.99.28) (Peptidoglycan TGase); Penicillin-sensitive transpeptidase (EC 3.4.16.4) (DD-transpeptidase)]","DRAM","sporulation_prot"
"974","P71014","bslA","Biofilm-surface layer protein A (ORF-1)","DRAM","sporulation_prot"
"975","P71021","divIVA","Septum site-determining protein DivIVA (Cell division initiation protein DivIVA) (Minicell-associated protein DivIVA)","DRAM","sporulation_prot"
"976","P71031","sspO","Small, acid-soluble spore protein O (SASP O)","DRAM","sporulation_prot"
"977","P71032","sspP","Small, acid-soluble spore protein P (SASP P)","DRAM","sporulation_prot"
"978","P71042","ywnG","Uncharacterized protein YwnG","DRAM","sporulation_prot"
"979","P71044","spoIIQ","Stage II sporulation protein Q","DRAM","sporulation_prot"
"980","P71045","ywnJ","Uncharacterized membrane protein YwnJ","DRAM","sporulation_prot"
"9811","P71073","adeR","DNA-binding transcriptional activator AdeR (PucR-type transcriptional activator AdeR)","DRAM","sporulation_prot"
"982","P71079","fabL","Enoyl-[acyl-carrier-protein] reductase [NADPH] FabL (ENR) (EC 1.3.1.104) (Enoyl-acyl carrier protein reductase III) (NADPH-dependent enoyl-ACP reductase)","DRAM","sporulation_prot"
"983","P71088","spo0M","Sporulation-control protein spo0M (Stage 0 sporulation protein M)","DRAM","sporulation_prot"
"984","P84583","small, acid-soluble spore protein 1 (SASP-1)","Small, acid-soluble spore protein 1 (SASP-1)","DRAM","sporulation_prot"
"985","P84584","small, acid-soluble spore protein 2 (SASP-2)","Small, acid-soluble spore protein 2 (SASP-2)","DRAM","sporulation_prot"
"986","P84585","small, acid-soluble spore protein gamma-type (SASP-gamma)","Small, acid-soluble spore protein gamma-type (SASP-gamma)","DRAM","sporulation_prot"
"987","P84613","insecticidal crystal toxin protein","Insecticidal crystal toxin protein","DRAM","sporulation_prot"
"988","P94377","katX","Catalase X (EC 1.11.1.6)","DRAM","sporulation_prot"
"989","P94381","ycgF","Putative amino acid efflux protein YcgF","DRAM","sporulation_prot"
"990","P94382","ycgG","Uncharacterized protein YcgG","DRAM","sporulation_prot"
"9911","P94383","ycgH","Uncharacterized transporter YcgH","DRAM","sporulation_prot"
"992","P94389","ycgL","Uncharacterized protein YcgL","DRAM","sporulation_prot"
"993","P94409","yclG","Uncharacterized protein YclG","DRAM","sporulation_prot"
"994","P94416","phrC","Competence and sporulation stimulating factor (CSF) (Extracellular signaling peptide CSF) (RapC inhibitor)","DRAM","sporulation_prot"
"995","P94446","coxA","Sporulation cortex protein CoxA","DRAM","sporulation_prot"
"996","P94494","yncD","Alanine racemase 2 (EC 5.1.1.1)","DRAM","sporulation_prot"
"997","P94495","yncE","Uncharacterized protein YncE","DRAM","sporulation_prot"
"998","P94496","yteV","Sporulation protein cse60","DRAM","sporulation_prot"
"999","P94497","yobW","Protein csk22","DRAM","sporulation_prot"
"1000","P94537","sspI","Small, acid-soluble spore protein I (SASP I)","DRAM","sporulation_prot"
"10011","P94563","ysnD","Uncharacterized protein YsnD","DRAM","sporulation_prot"
"1002","P94573","ywoC","Uncharacterized isochorismatase family protein YwoC (EC 3.-.-.-)","DRAM","sporulation_prot"
"1003","P94574","ywoD","Uncharacterized MFS-type transporter YwoD","DRAM","sporulation_prot"
"1004","P94594","cyt1Ab1","Type-1Ab cytolytic delta-endotoxin (27 kDa cytolytic toxin)","DRAM","sporulation_prot"
"1005","P96315","cry1Af","Pesticidal crystal protein Cry1Af (Crystaline entomocidal protoxin) (Insecticidal delta-endotoxin CryIA(f))","DRAM","sporulation_prot"
"1006","P96617","ydcA","Putative rhomboid protease YdcA (EC 3.4.21.-)","DRAM","sporulation_prot"
"1007","P96619","ssdC","Sporulation protein YdcC","DRAM","sporulation_prot"
"1008","P96652","lrpA","HTH-type transcriptional regulator LrpA","DRAM","sporulation_prot"
"1009","P96653","lrpB","HTH-type transcriptional regulator LrpB","DRAM","sporulation_prot"
"10102","P96696","ydfR","UPF0702 transmembrane protein YdfR","DRAM","sporulation_prot"
"10111","P96697","ydfS","UPF0702 transmembrane protein YdfS","DRAM","sporulation_prot"
"1012","P96698","cotP","Spore coat protein P","DRAM","sporulation_prot"
"1013","P96699","ydgA","Uncharacterized protein YdgA","DRAM","sporulation_prot"
"1014","P96700","ydgB","Uncharacterized protein YdgB","DRAM","sporulation_prot"
"1015","P96720","ywqH","Protein YwqH","DRAM","sporulation_prot"
"1016","P96721","ywqI","Protein YwqI","DRAM","sporulation_prot"
"1017","P96722","ywqJ","Toxin YwqJ","DRAM","sporulation_prot"
"1018","P96723","ywqK","Immunity protein YwqK","DRAM","sporulation_prot"
"1019","P96724","ywqL","Endonuclease V (EC 3.1.21.7) (Deoxyinosine 3'endonuclease) (Deoxyribonuclease V) (DNase V)","DRAM","sporulation_prot"
"1020","Q00213","sh-1","Small, acid-soluble spore protein 1 (SASP)","DRAM","sporulation_prot"
"10211","Q00758","spoVB","Stage V sporulation protein B (Stage III sporulation protein F)","DRAM","sporulation_prot"
"1022","Q00828","rapA","Response regulator aspartate phosphatase A (EC 3.1.3.-) (Glucose starvation-inducible protein A) (Protein-aspartate phosphatase RapA) (Stage 0 sporulation protein L)","DRAM","sporulation_prot"
"1023","Q00829","phrA","Phosphatase RapA inhibitor (Phosphatase regulator A)","DRAM","sporulation_prot"
"1024","Q01367","spoIIIAA","Stage III sporulation protein AA","DRAM","sporulation_prot"
"1025","Q01368","spoIIIAB","Stage III sporulation protein AB","DRAM","sporulation_prot"
"1026","Q01620","jag","RNA-binding protein KhpB (RNA-binding protein EloR)","DRAM","sporulation_prot"
"1027","Q01625","yidC1","Membrane protein insertase MisCA (Foldase YidC 2) (Membrane integrase YidC 2) (Membrane protein YidC 2) (Stage III sporulation protein J) (SpoIIIJ)","DRAM","sporulation_prot"
"1028","Q03415","gamma-D-glutamyl-L-diamino acid endopeptidase 1 (EC 3.4.19.11) (Endopeptidase I) (Gamma-D-glutamyl-L-diamino acid endopeptidase I) (Gamma-D-glutamyl-meso-diaminopimelate peptidase I)","Gamma-D-glutamyl-L-diamino acid endopeptidase 1 (EC 3.4.19.11) (Endopeptidase I) (Gamma-D-glutamyl-L-diamino acid endopeptidase I) (Gamma-D-glutamyl-meso-diaminopimelate peptidase I)","DRAM","sporulation_prot"
"1029","Q03524","spoVD","Stage V sporulation protein D (EC 3.4.16.4) (Sporulation-specific penicillin-binding protein)","DRAM","sporulation_prot"
"1030","Q03744","cry1Ad","Pesticidal crystal protein Cry1Ad (133 kDa crystal protein) (Crystaline entomocidal protoxin) (Insecticidal delta-endotoxin CryIA(d))","DRAM","sporulation_prot"
"10311","Q03745","cry1Eb","Pesticidal crystal protein Cry1Eb (134 kDa crystal protein) (Crystaline entomocidal protoxin) (Insecticidal delta-endotoxin CryIE(b))","DRAM","sporulation_prot"
"1032","Q03746","cry1Fa","Pesticidal crystal protein Cry1Fa (134 kDa crystal protein) (Crystaline entomocidal protoxin) (Insecticidal delta-endotoxin CryIF(a))","DRAM","sporulation_prot"
"1033","Q03748","cry1Ae","Pesticidal crystal protein Cry1Ae (134 kDa crystal protein) (Crystaline entomocidal protoxin) (Insecticidal delta-endotoxin CryIA(e))","DRAM","sporulation_prot"
"1034","Q03749","cry7Aa","Pesticidal crystal protein Cry7Aa (129 kDa crystal protein) (Crystaline entomocidal protoxin) (Insecticidal delta-endotoxin CryVIIA(a))","DRAM","sporulation_prot"
"1035","Q04470","cyt2Aa1","Type-2Aa cytolytic delta-endotoxin (29 kDa cytolytic toxin)","DRAM","sporulation_prot"
"1036","Q04747","srfAB","Surfactin synthase subunit 2","DRAM","sporulation_prot"
"1037","Q04795","dapG","Aspartokinase 1 (EC 2.7.2.4) (Aspartate kinase 1) (Aspartokinase I)","DRAM","sporulation_prot"
"1038","Q04796","dapA","4-hydroxy-tetrahydrodipicolinate synthase (HTPA synthase) (EC 4.3.3.7)","DRAM","sporulation_prot"
"1039","Q04797","asd","Aspartate-semialdehyde dehydrogenase (ASA dehydrogenase) (ASADH) (EC 1.2.1.11) (Aspartate-beta-semialdehyde dehydrogenase)","DRAM","sporulation_prot"
"1040","Q04809","spoVFA","Dipicolinate synthase subunit A (DPA synthase subunit A) (EC 1.3.1.-) (Spore dipicolinate synthase subunit A) (Stage V sporulation protein FA)","DRAM","sporulation_prot"
"10411","Q04810","spoVFB","Dipicolinate synthase subunit B (DPA synthase subunit B) (EC 1.3.1.-) (Spore dipicolinate synthase subunit B) (Stage V sporulation protein FB)","DRAM","sporulation_prot"
"1042","Q04811","ymxH","Uncharacterized protein YmxH (ORFZ)","DRAM","sporulation_prot"
"1043","Q05523","dacA","D-alanyl-D-alanine carboxypeptidase DacA (CPase) (DD-carboxypeptidase) (DD-peptidase) (EC 3.4.16.4) (Penicillin-binding protein 5) (PBP-5)","DRAM","sporulation_prot"
"1044","Q06117","cry3Bb","Pesticidal crystal protein Cry3Bb (74 kDa crystal protein) (Crystaline entomocidal protoxin) (Insecticidal delta-endotoxin CryIIIB(b))","DRAM","sporulation_prot"
"1045","Q06320","cwlC","Sporulation-specific N-acetylmuramoyl-L-alanine amidase (EC 3.5.1.28) (Autolysin) (Cell wall hydrolase)","DRAM","sporulation_prot"
"1046","Q06823","hspA","Spore protein SP21","DRAM","sporulation_prot"
"1047","Q07765","devR","CRISPR-associated protein Cas7/Cst2/DevR (CRISPR-associated protein Cas7/Cst2/DevR, subtype I-B/Tneap) (Fruiting body developmental protein R)","DRAM","sporulation_prot"
"1048","Q07766","devS","CRISPR-associated protein Cas5 (Fruiting body developmental protein S)","DRAM","sporulation_prot"
"1049","Q07868","pbpB","Penicillin-binding protein 2B (PBP-2B) (EC 3.4.16.4) (Penicillin-binding protein B) (Penicillin-sensitive peptidoglycan D,D-transpeptidase)","DRAM","sporulation_prot"
"1050","Q08309","cotV","Spore coat protein V","DRAM","sporulation_prot"
"10511","Q08310","cotW","Spore coat protein W","DRAM","sporulation_prot"
"1052","Q08311","cotY","Spore coat protein Y","DRAM","sporulation_prot"
"1053","Q08312","cotZ","Spore coat protein Z","DRAM","sporulation_prot"
"1054","Q08313","cotX","Spore coat protein X","DRAM","sporulation_prot"
"1055","Q08352","ald","Alanine dehydrogenase (EC 1.4.1.1) (Stage V sporulation protein N)","DRAM","sporulation_prot"
"1056","Q08429","kapB","Kinase-associated lipoprotein B","DRAM","sporulation_prot"
"1057","Q08430","kinB","Sporulation kinase B (EC 2.7.13.3)","DRAM","sporulation_prot"
"1058","Q08787","srfAC","Surfactin synthase subunit 3","DRAM","sporulation_prot"
"1059","Q08788","srfAD","Surfactin synthase thioesterase subunit (EC 3.1.2.-) (Cold shock protein CSI16)","DRAM","sporulation_prot"
"1060","Q0SRC7","spoIIAB","Anti-sigma F factor (EC 2.7.11.1) (Stage II sporulation protein AB)","DRAM","sporulation_prot"
"10611","Q0TNR1","spoIIAB","Anti-sigma F factor (EC 2.7.11.1) (Stage II sporulation protein AB)","DRAM","sporulation_prot"
"1062","Q182S9","cD630_25890","Probable endoribonuclease YicC (EC 3.1.26.-) (CD25890)","DRAM","sporulation_prot"
"1063","Q182W3","spoIVA","Stage IV sporulation protein A (EC 3.6.1.-) (Coat morphogenetic protein SpoIVA)","DRAM","sporulation_prot"
"1064","Q186G8","cotA","Spore coat protein CotA","DRAM","sporulation_prot"
"1065","Q18C29","cotB","Spore coat protein CotB","DRAM","sporulation_prot"
"1066","Q2J7H0","francci3_3418","Sporulation-specific cell division protein Francci3_3418 (Sporulation of Streptomyces griseus-like protein Francci3_3418) (SsgA-like protein Francci3_3418) (SALP Francci3_3418)","DRAM","sporulation_prot"
"1067","Q2JDA6","ssgB","Sporulation-specific cell division protein SsgB (Sporulation of Streptomyces griseus-like protein B) (SsgA-like protein B) (SALP B)","DRAM","sporulation_prot"
"1068","Q45058","cotM","Spore coat protein M","DRAM","sporulation_prot"
"1069","Q45060","tlp","Small, acid-soluble spore protein Tlp","DRAM","sporulation_prot"
"1070","Q45069","ynfE","Uncharacterized protein YnfE","DRAM","sporulation_prot"
"10711","Q45358","cry18Aa","Parasporal crystal protein Cry18Aa (79 kDa crystal protein) (Crystaline parasporal protoxin) (Parasporal delta-endotoxin CryXVIIIA(a))","DRAM","sporulation_prot"
"1072","Q45478","ylyA","Uncharacterized protein YlyA (ORF-T)","DRAM","sporulation_prot"
"1073","Q45492","ykpC","Uncharacterized protein YkpC","DRAM","sporulation_prot"
"1074","Q45535","cotH","Inner spore coat protein H","DRAM","sporulation_prot"
"1075","Q45536","cotJA","Protein CotJA","DRAM","sporulation_prot"
"1076","Q45537","cotJB","Protein CotJB","DRAM","sporulation_prot"
"1077","Q45538","cotJC","Protein CotJC","DRAM","sporulation_prot"
"1078","Q45544","ylxX","UPF0749 protein YlxX","DRAM","sporulation_prot"
"1079","Q45605","yycQ","Uncharacterized protein YycQ","DRAM","sporulation_prot"
"1080","Q45606","yycP","Uncharacterized protein YycP","DRAM","sporulation_prot"
"10811","Q45607","yycO","Uncharacterized protein YycO","DRAM","sporulation_prot"
"1082","Q45704","cry8Aa","Pesticidal crystal protein Cry8Aa (131 kDa crystal protein) (Crystaline entomocidal protoxin) (Insecticidal delta-endotoxin CryVIIIA(a))","DRAM","sporulation_prot"
"1083","Q45705","cry8Ba","Pesticidal crystal protein Cry8Ba (134 kDa crystal protein) (Crystaline entomocidal protoxin) (Insecticidal delta-endotoxin CryVIIIB(a))","DRAM","sporulation_prot"
"1084","Q45706","cry8Ca","Pesticidal crystal protein Cry8Ca (130 kDa crystal protein) (Crystaline entomocidal protoxin) (Insecticidal delta-endotoxin CryVIIIC(a))","DRAM","sporulation_prot"
"1085","Q45707","cry7Ab","Pesticidal crystal protein Cry7Ab (130 kDa crystal protein) (Crystaline entomocidal protoxin) (Insecticidal delta-endotoxin CryVIIA(b))","DRAM","sporulation_prot"
"1086","Q45708","cry7Ab","Pesticidal crystal protein Cry7Ab (130 kDa crystal protein) (Crystaline entomocidal protoxin) (Insecticidal delta-endotoxin CryVIIA(b))","DRAM","sporulation_prot"
"1087","Q45709","cry1Ib","Pesticidal crystal protein Cry1Ib (81 kDa crystal protein) (Crystaline entomocidal protoxin) (Insecticidal delta-endotoxin CryII(b))","DRAM","sporulation_prot"
"1088","Q45710","cry14Aa","Pesticidal crystal protein Cry14Aa (132 kDa crystal protein) (Crystaline entomocidal protoxin) (Insecticidal delta-endotoxin CryXIVA(a))","DRAM","sporulation_prot"
"1089","Q45712","cry5Ba","Pesticidal crystal protein Cry5Ba (140 kDa crystal protein) (Crystaline entomocidal protoxin) (Insecticidal delta-endotoxin CryVB(a))","DRAM","sporulation_prot"
"1090","Q45715","cry1Ka","Pesticidal crystal protein Cry1Ka (137 kDa crystal protein) (Crystaline entomocidal protoxin) (Insecticidal delta-endotoxin CryIK(a))","DRAM","sporulation_prot"
"10911","Q45716","cry1Jb","Pesticidal crystal protein Cry1Jb (134 kDa crystal protein) (Crystaline entomocidal protoxin) (Insecticidal delta-endotoxin CryIJ(b))","DRAM","sporulation_prot"
"1092","Q45718","cry1Hb","Pesticidal crystal protein Cry1Hb (131 kDa crystal protein) (Crystaline entomocidal protoxin) (Insecticidal delta-endotoxin CryIH(b))","DRAM","sporulation_prot"
"1093","Q45723","cyt2Ba1","Type-2Ba cytolytic delta-endotoxin (29 kDa cytolytic toxin)","DRAM","sporulation_prot"
"1094","Q45729","cry15Aa","Pesticidal crystal protein Cry15Aa (38 kDa crystal protein) (Crystaline entomocidal protoxin) (Insecticidal delta-endotoxin CryXVA(a))","DRAM","sporulation_prot"
"1095","Q45730","cry11Ba","Pesticidal crystal protein Cry11Ba (81 kDa crystal protein) (Crystaline entomocidal protoxin) (Insecticidal delta-endotoxin CryXIB(a))","DRAM","sporulation_prot"
"1096","Q45733","cry9Ca","Pesticidal crystal protein Cry9Ca (130 kDa crystal protein) (Crystaline entomocidal protoxin) (Insecticidal delta-endotoxin CryIXC(a))","DRAM","sporulation_prot"
"1097","Q45738","cry1Ja","Pesticidal crystal protein Cry1Ja (133 kDa crystal protein) (Crystaline entomocidal protoxin) (Insecticidal delta-endotoxin CryIJ(a))","DRAM","sporulation_prot"
"1098","Q45739","cry1Bb","Pesticidal crystal protein Cry1Bb (140 kDa crystal protein) (Crystaline entomocidal protoxin) (Insecticidal delta-endotoxin CryIB(b))","DRAM","sporulation_prot"
"1099","Q45743","cry2Ac","Pesticidal crystal protein Cry2Ac (70 kDa crystal protein) (Crystaline entomocidal protoxin) (Insecticidal delta-endotoxin CryIIA(c))","DRAM","sporulation_prot"
"1100","Q45744","cry3Ca","Pesticidal crystal protein Cry3Ca (73 kDa crystal protein) (Crystaline entomocidal protoxin) (Insecticidal delta-endotoxin CryIIIC(a))","DRAM","sporulation_prot"
"11011","Q45746","cry1Ga","Pesticidal crystal protein Cry1Ga (132 kDa crystal protein) (Crystaline entomocidal protoxin) (Insecticidal delta-endotoxin CryIG(a))","DRAM","sporulation_prot"
"1102","Q45747","cry1Db","Pesticidal crystal protein Cry1Db (131 kDa crystal protein) (Crystaline entomocidal protoxin) (Insecticidal delta-endotoxin CryID(b))","DRAM","sporulation_prot"
"1103","Q45748","cry1Ha","Pesticidal crystal protein Cry1Ha (133 kDa crystal protein) (Crystaline entomocidal protoxin) (Insecticidal delta-endotoxin CryIH(a))","DRAM","sporulation_prot"
"1104","Q45752","cry1Ia","Pesticidal crystal protein Cry1Ia (81 kDa crystal protein) (Crystaline entomocidal protoxin) (Insecticidal delta-endotoxin CryII(a))","DRAM","sporulation_prot"
"1105","Q45753","cry5Ab","Pesticidal crystal protein Cry5Ab (142 kDa crystal protein) (Crystaline entomocidal protoxin) (Insecticidal delta-endotoxin CryVA(b))","DRAM","sporulation_prot"
"1106","Q45754","cry12Aa","Pesticidal crystal protein Cry12Aa (142 kDa crystal protein) (Crystaline entomocidal protoxin) (Insecticidal delta-endotoxin CryXIIA(a))","DRAM","sporulation_prot"
"1107","Q45755","cry13Aa","Pesticidal crystal protein Cry13Aa (88 kDa crystal protein) (Crystaline entomocidal protoxin) (Insecticidal delta-endotoxin CryXIIIA(a))","DRAM","sporulation_prot"
"1108","Q45757","cry6Aa","Pesticidal crystal protein Cry6Aa (Crystaline entomocidal protoxin) (Crystal protein) (Insecticidal delta-endotoxin CryVIA(a))","DRAM","sporulation_prot"
"1109","Q45758","cry6Ba","Pesticidal crystal protein Cry6Ba (Crystaline entomocidal protoxin) (Crystal protein) (Insecticidal delta-endotoxin CryVIB(a))","DRAM","sporulation_prot"
"11102","Q45760","cry5Aa","Pesticidal crystal protein Cry5Aa (152 kDa crystal protein) (Crystaline entomocidal protoxin) (Insecticidal delta-endotoxin CryVA(a))","DRAM","sporulation_prot"
"11111","Q45774","cry1Bc","Pesticidal crystal protein Cry1Bc (140 kDa crystal protein) (Crystaline entomocidal protoxin) (Insecticidal delta-endotoxin CryIB(c))","DRAM","sporulation_prot"
"1112","Q45790","cyt1Ba1","Type-1Ba cytolytic delta-endotoxin","DRAM","sporulation_prot"
"1113","Q45832","spoIIGA","Probable sporulation sigma-E factor-processing peptidase (EC 3.4.23.-) (Membrane-associated aspartic protease) (Stage II sporulation protein GA)","DRAM","sporulation_prot"
"1114","Q45882","cry16Aa","Pesticidal crystal-like protein Cry16Aa (Cbm71 mosquitocidal toxin) (Insecticidal toxin CryXVIA(a))","DRAM","sporulation_prot"
"1115","Q47N25","ssgB","Sporulation-specific cell division protein SsgB (Sporulation of Streptomyces griseus-like protein B) (SsgA-like protein B) (SALP B)","DRAM","sporulation_prot"
"1116","Q57458","cry1Ea","Pesticidal crystal protein Cry1Ea (133 kDa crystal protein) (Crystaline entomocidal protoxin) (Insecticidal delta-endotoxin CryIE(a))","DRAM","sporulation_prot"
"1117","Q59HN7","phrH","Phosphatase RapH inhibitor (Phosphatase regulator H)","DRAM","sporulation_prot"
"1118","Q59HN8","rapH","Response regulator aspartate phosphatase H (EC 3.1.3.-) (PSP28)","DRAM","sporulation_prot"
"1119","Q5BU39","mstX","Protein mistic (Membrane-integrating protein MstX)","DRAM","sporulation_prot"
"1120","Q5KVB2","racA","Chromosome-anchoring protein RacA","DRAM","sporulation_prot"
"11211","Q5KWD9","sspI","Small, acid-soluble spore protein I (SASP I)","DRAM","sporulation_prot"
"1122","Q5KXJ2","spoIIAB","Anti-sigma F factor (EC 2.7.11.1) (Stage II sporulation protein AB)","DRAM","sporulation_prot"
"1123","Q5KY22","sspH1","Small, acid-soluble spore protein H 1 (SASP H 1)","DRAM","sporulation_prot"
"1124","Q5KZP0","tlp","Small, acid-soluble spore protein Tlp","DRAM","sporulation_prot"
"1125","Q5KZP1","sspN","Small, acid-soluble spore protein N (SASP N)","DRAM","sporulation_prot"
"1126","Q5KZT7","sspH2","Small, acid-soluble spore protein H 2 (SASP H 2)","DRAM","sporulation_prot"
"1127","Q5L0A5","sspO","Small, acid-soluble spore protein O (SASP O)","DRAM","sporulation_prot"
"1128","Q5L0A7","sspP","Small, acid-soluble spore protein P (SASP P)","DRAM","sporulation_prot"
"1129","Q5L293","hpr","HTH-type transcriptional regulator Hpr (Protease production regulatory protein Hpr)","DRAM","sporulation_prot"
"1130","Q5L2U0","sspK","Small, acid-soluble spore protein K (SASP K)","DRAM","sporulation_prot"
"11311","Q5WAC9","spoVG","Putative septation protein SpoVG (Stage V sporulation protein G)","DRAM","sporulation_prot"
"1132","Q5WC42","aBC3535","Putative L,D-transpeptidase YkuD (EC 2.-.-.-) (Spore protein YkuD homolog)","DRAM","sporulation_prot"
"1133","Q5WD36","tlp","Small, acid-soluble spore protein Tlp","DRAM","sporulation_prot"
"1134","Q5WDK8","gpmI","2,3-bisphosphoglycerate-independent phosphoglycerate mutase (BPG-independent PGAM) (Phosphoglyceromutase) (iPGM) (EC 5.4.2.12)","DRAM","sporulation_prot"
"1135","Q5WEJ3","sspI","Small, acid-soluble spore protein I (SASP I)","DRAM","sporulation_prot"
"1136","Q5WG37","ywcE","Spore morphogenesis and germination protein YwcE","DRAM","sporulation_prot"
"1137","Q5WGB8","racA","Chromosome-anchoring protein RacA","DRAM","sporulation_prot"
"1138","Q5WH26","spoIIAB","Anti-sigma F factor (EC 2.7.11.1) (Stage II sporulation protein AB)","DRAM","sporulation_prot"
"1139","Q5WHU1","hpr","HTH-type transcriptional regulator Hpr (Protease production regulatory protein Hpr)","DRAM","sporulation_prot"
"1140","Q5WIG0","sspK","Small, acid-soluble spore protein K (SASP K)","DRAM","sporulation_prot"
"11411","Q631M1","gpmI","2,3-bisphosphoglycerate-independent phosphoglycerate mutase (BPG-independent PGAM) (Phosphoglyceromutase) (iPGM) (EC 5.4.2.12)","DRAM","sporulation_prot"
"1142","Q633N2","sspI","Small, acid-soluble spore protein I (SASP I)","DRAM","sporulation_prot"
"1143","Q635K7","spoIIAB","Anti-sigma F factor (EC 2.7.11.1) (Stage II sporulation protein AB)","DRAM","sporulation_prot"
