"","COGlet","ID","gene_name","gene_desc","gene_cat","COG.broad","Cog.cat","Nog.abbrev","Nog.new","source","DetailedCat"
"114089","U","COG0658","ComEC","DNA uptake channel protein ComEC, N-terminal domain","unknown function","CELLULAR PROCESSES AND SIGNALING","Intracellular trafficking, secretion, and vesicular transport","General transport (U)","Signaling (DTNZU)","COG","General transport (U)"
"114090","U","COG3455","DotU","Type VI protein secretion system component TssL/VasF/DotU","unknown function","CELLULAR PROCESSES AND SIGNALING","Intracellular trafficking, secretion, and vesicular transport","General transport (U)","Signaling (DTNZU)","COG","General transport (U)"
"114091","U","COG0552","FtsY","Signal recognition particle GTPase FtsY","unknown function","CELLULAR PROCESSES AND SIGNALING","Intracellular trafficking, secretion, and vesicular transport","General transport (U)","Signaling (DTNZU)","COG","General transport (U)"
"114092","U","COG1097","Rrp4","Exosome complex RNA-binding protein Rrp4, contains S1 and KH domains","unknown function","CELLULAR PROCESSES AND SIGNALING","Intracellular trafficking, secretion, and vesicular transport","General transport (U)","Signaling (DTNZU)","COG","General transport (U)"
"114093","U","COG3559","NodJ","Putative exporter of oligosaccharides and polyketide antibiotics DrrB/NodJ, ABC-2 family","unknown function","CELLULAR PROCESSES AND SIGNALING","Intracellular trafficking, secretion, and vesicular transport","General transport (U)","Signaling (DTNZU)","COG","General transport (U)"
"114094","U","COG2257","YlqH","Type III secretion system substrate exporter, FlhB-like","unknown function","CELLULAR PROCESSES AND SIGNALING","Intracellular trafficking, secretion, and vesicular transport","General transport (U)","Signaling (DTNZU)","COG","General transport (U)"
"114095","U","COG1314","SecG","Protein translocase subunit SecG","unknown function","CELLULAR PROCESSES AND SIGNALING","Intracellular trafficking, secretion, and vesicular transport","General transport (U)","Signaling (DTNZU)","COG","General transport (U)"
"114096","U","COG4789","EscV","Type III secretory pathway, component EscV","unknown function","CELLULAR PROCESSES AND SIGNALING","Intracellular trafficking, secretion, and vesicular transport","General transport (U)","Signaling (DTNZU)","COG","General transport (U)"
"114097","U","COG3210","FhaB","Large exoprotein involved in heme utilization or adhesion","unknown function","CELLULAR PROCESSES AND SIGNALING","Intracellular trafficking, secretion, and vesicular transport","General transport (U)","Signaling (DTNZU)","COG","General transport (U)"
"114098","U","COG0681","LepB","Signal peptidase I","unknown function","CELLULAR PROCESSES AND SIGNALING","Intracellular trafficking, secretion, and vesicular transport","General transport (U)","Signaling (DTNZU)","COG","General transport (U)"
"114099","U","COG2443","Sss1","Preprotein translocase subunit Sss1","unknown function","CELLULAR PROCESSES AND SIGNALING","Intracellular trafficking, secretion, and vesicular transport","General transport (U)","Signaling (DTNZU)","COG","General transport (U)"
"114100","U","COG4796","HofQ","Type II secretory pathway, component HofQ","unknown function","CELLULAR PROCESSES AND SIGNALING","Intracellular trafficking, secretion, and vesicular transport","General transport (U)","Signaling (DTNZU)","COG","General transport (U)"
"114101","U","COG4473","EcsB","Predicted ABC-type exoprotein transport system, permease component","unknown function","CELLULAR PROCESSES AND SIGNALING","Intracellular trafficking, secretion, and vesicular transport","General transport (U)","Signaling (DTNZU)","COG","General transport (U)"
"114102","U","COG4792","EscU","Type III secretory pathway, EscU/YscU component","unknown function","CELLULAR PROCESSES AND SIGNALING","Intracellular trafficking, secretion, and vesicular transport","General transport (U)","Signaling (DTNZU)","COG","General transport (U)"
"114103","U","COG1450","PulD","Type II secretory pathway component GspD/PulD (secretin)","unknown function","CELLULAR PROCESSES AND SIGNALING","Intracellular trafficking, secretion, and vesicular transport","General transport (U)","Signaling (DTNZU)","COG","General transport (U)"
"114104","U","COG4795","PulJ","Type II secretory pathway, PulJ/GspJ component","unknown function","CELLULAR PROCESSES AND SIGNALING","Intracellular trafficking, secretion, and vesicular transport","General transport (U)","Signaling (DTNZU)","COG","General transport (U)"
"114105","U","COG2333","ComEC","DNA uptake channel protein ComEC C-terminal domain, metallo-beta-lactamase superfamily","unknown function","CELLULAR PROCESSES AND SIGNALING","Intracellular trafficking, secretion, and vesicular transport","General transport (U)","Signaling (DTNZU)","COG","General transport (U)"
"114106","U","COG2911","TamB","Autotransporter translocation and assembly protein TamB","unknown function","CELLULAR PROCESSES AND SIGNALING","Intracellular trafficking, secretion, and vesicular transport","General transport (U)","Signaling (DTNZU)","COG","General transport (U)"
"114107","U","COG5555","Cytolysin, a secreted calcineurin-like phosphatase","Cytolysin, a secreted calcineurin-like phosphatase","unknown function","CELLULAR PROCESSES AND SIGNALING","Intracellular trafficking, secretion, and vesicular transport","General transport (U)","Signaling (DTNZU)","COG","General transport (U)"
"114108","U","COG0541","Ffh","Signal recognition particle GTPase","unknown function","CELLULAR PROCESSES AND SIGNALING","Intracellular trafficking, secretion, and vesicular transport","General transport (U)","Signaling (DTNZU)","COG","General transport (U)"
"114109","U","COG3523","IcmF","Type VI protein secretion system component VasK","unknown function","CELLULAR PROCESSES AND SIGNALING","Intracellular trafficking, secretion, and vesicular transport","General transport (U)","Signaling (DTNZU)","COG","General transport (U)"
"114110","U","COG5417","YukD","ESX protein secretion system component YukD","unknown function","CELLULAR PROCESSES AND SIGNALING","Intracellular trafficking, secretion, and vesicular transport","General transport (U)","Signaling (DTNZU)","COG","General transport (U)"
"114111","U","COG3505","VirD4","Type IV secretory pathway, VirD4 component, TraG/TraD family ATPase","unknown function","CELLULAR PROCESSES AND SIGNALING","Intracellular trafficking, secretion, and vesicular transport","General transport (U)","Signaling (DTNZU)","COG","General transport (U)"
"114112","U","COG3702","VirB3","Type IV secretory pathway, VirB3 component","unknown function","CELLULAR PROCESSES AND SIGNALING","Intracellular trafficking, secretion, and vesicular transport","General transport (U)","Signaling (DTNZU)","COG","General transport (U)"
"114113","U","COG3520","Predicted component of the type VI protein secretion system","Predicted component of the type VI protein secretion system","unknown function","CELLULAR PROCESSES AND SIGNALING","Intracellular trafficking, secretion, and vesicular transport","General transport (U)","Signaling (DTNZU)","COG","General transport (U)"
"114114","U","COG4669","EscJ","Type III secretory pathway, lipoprotein EscJ","unknown function","CELLULAR PROCESSES AND SIGNALING","Intracellular trafficking, secretion, and vesicular transport","General transport (U)","Signaling (DTNZU)","COG","General transport (U)"
"114115","U","COG3521","Predicted component of the type VI protein secretion system","Predicted component of the type VI protein secretion system","unknown function","CELLULAR PROCESSES AND SIGNALING","Intracellular trafficking, secretion, and vesicular transport","General transport (U)","Signaling (DTNZU)","COG","General transport (U)"
"114116","U","COG5268","TrbD","Type IV secretory pathway, TrbD component","unknown function","CELLULAR PROCESSES AND SIGNALING","Intracellular trafficking, secretion, and vesicular transport","General transport (U)","Signaling (DTNZU)","COG","General transport (U)"
"114117","U","COG2229","Srp102","Signal recognition particle receptor subunit beta, a GTPase","unknown function","CELLULAR PROCESSES AND SIGNALING","Intracellular trafficking, secretion, and vesicular transport","General transport (U)","Signaling (DTNZU)","COG","General transport (U)"
"114118","U","COG3518","Predicted component of the type VI protein secretion system","Predicted component of the type VI protein secretion system","unknown function","CELLULAR PROCESSES AND SIGNALING","Intracellular trafficking, secretion, and vesicular transport","General transport (U)","Signaling (DTNZU)","COG","General transport (U)"
"114119","U","COG4499","YukC","ESX protein secretion system component YukC","unknown function","CELLULAR PROCESSES AND SIGNALING","Intracellular trafficking, secretion, and vesicular transport","General transport (U)","Signaling (DTNZU)","COG","General transport (U)"
"114120","U","COG5407","SEC63","Preprotein translocase subunit Sec63","unknown function","CELLULAR PROCESSES AND SIGNALING","Intracellular trafficking, secretion, and vesicular transport","General transport (U)","Signaling (DTNZU)","COG","General transport (U)"
"114121","U","COG3149","PulM","Type II secretory pathway, component PulM","unknown function","CELLULAR PROCESSES AND SIGNALING","Intracellular trafficking, secretion, and vesicular transport","General transport (U)","Signaling (DTNZU)","COG","General transport (U)"
"114122","U","COG1272","YqfA","Predicted membrane channel-forming protein YqfA, hemolysin III family","unknown function","CELLULAR PROCESSES AND SIGNALING","Intracellular trafficking, secretion, and vesicular transport","General transport (U)","Signaling (DTNZU)","COG","General transport (U)"
"114123","U","COG1862","YajC","Protein translocase subunit YajC","unknown function","CELLULAR PROCESSES AND SIGNALING","Intracellular trafficking, secretion, and vesicular transport","General transport (U)","Signaling (DTNZU)","COG","General transport (U)"
"114124","U","COG4794","EscS","Type III secretory pathway, EscS/YscS component","unknown function","CELLULAR PROCESSES AND SIGNALING","Intracellular trafficking, secretion, and vesicular transport","General transport (U)","Signaling (DTNZU)","COG","General transport (U)"
"114125","U","COG3846","TrbL","Type IV secretory pathway, TrbL components","unknown function","CELLULAR PROCESSES AND SIGNALING","Intracellular trafficking, secretion, and vesicular transport","General transport (U)","Signaling (DTNZU)","COG","General transport (U)"
"114126","U","COG3522","Predicted component of the type VI protein secretion system","Predicted component of the type VI protein secretion system","unknown function","CELLULAR PROCESSES AND SIGNALING","Intracellular trafficking, secretion, and vesicular transport","General transport (U)","Signaling (DTNZU)","COG","General transport (U)"
"114127","U","COG3736","VirB8","Type IV secretory pathway, component VirB8","unknown function","CELLULAR PROCESSES AND SIGNALING","Intracellular trafficking, secretion, and vesicular transport","General transport (U)","Signaling (DTNZU)","COG","General transport (U)"
"114128","U","COG3271","C39G","Predicted double-glycine leader peptidase, C39-like (CLD) domain","unknown function","CELLULAR PROCESSES AND SIGNALING","Intracellular trafficking, secretion, and vesicular transport","General transport (U)","Signaling (DTNZU)","COG","General transport (U)"
"114129","V","COG0494","MutT","8-oxo-dGTP pyrophosphatase MutT and related house-cleaning NTP pyrophosphohydrolases, NUDIX family","unknown function","CELLULAR PROCESSES AND SIGNALING","Defense mechanisms","Defense (V)","Defense (V)","COG","Defense (V)"
"114130","V","COG3582","CUZ1","CDC48-associated ubiquitin-like protein CUZ1, contains AN1-type Zn-finger (protection from As/Sb toxicity)","unknown function","CELLULAR PROCESSES AND SIGNALING","Defense mechanisms","Defense (V)","Defense (V)","COG","Defense (V)"
"114131","V","COG1787","Endonuclease, HJR/Mrr/RecB family","Endonuclease, HJR/Mrr/RecB family","unknown function","CELLULAR PROCESSES AND SIGNALING","Defense mechanisms","Defense (V)","Defense (V)","COG","Defense (V)"
"114132","V","COG4845","CatA","Chloramphenicol O-acetyltransferase","unknown function","CELLULAR PROCESSES AND SIGNALING","Defense mechanisms","Defense (V)","Defense (V)","COG","Defense (V)"
"114133","V","COG3421","ResIII","Type III restriction endonuclease","unknown function","CELLULAR PROCESSES AND SIGNALING","Defense mechanisms","Defense (V)","Defense (V)","COG","Defense (V)"
"114134","V","COG2336","MazE","Antitoxin component MazE of the MazEF toxin-antitoxin module","unknown function","CELLULAR PROCESSES AND SIGNALING","Defense mechanisms","Defense (V)","Defense (V)","COG","Defense (V)"
"114135","V","COG4823","AbiF","Abortive infection bacteriophage resistance protein","unknown function","CELLULAR PROCESSES AND SIGNALING","Defense mechanisms","Defense (V)","Defense (V)","COG","Defense (V)"
"114136","V","COG2076","EmrE","Multidrug transporter EmrE and related cation transporters","unknown function","CELLULAR PROCESSES AND SIGNALING","Defense mechanisms","Defense (V)","Defense (V)","COG","Defense (V)"
"114137","V","COG1337","Csm3","CRISPR-Cas system type III CSM-effector complex subunit Csm3, RAMP superfamily Cas7 group","CRISPR-Cas system","CELLULAR PROCESSES AND SIGNALING","Defense mechanisms","Defense (V)","Defense (V)","COG","Defense (V)"
"114138","V","COG2026","RelE","mRNA-degrading endonuclease RelE, toxin component of the RelBE toxin-antitoxin system","unknown function","CELLULAR PROCESSES AND SIGNALING","Defense mechanisms","Defense (V)","Defense (V)","COG","Defense (V)"
"114139","V","COG3415","Csa3","CRISPR-associated protein Csa3, CARF domain","CRISPR-Cas system","CELLULAR PROCESSES AND SIGNALING","Defense mechanisms","Defense (V)","Defense (V)","COG","Defense (V)"
"114140","V","COG4113","VapC","RNA interferase (RNase) VapC, contains PIN domain","unknown function","CELLULAR PROCESSES AND SIGNALING","Defense mechanisms","Defense (V)","Defense (V)","COG","Defense (V)"
"114141","V","COG1203","Cas3","CRISPR-Cas type I system-associated endonuclease/helicase Cas3","CRISPR-Cas system","CELLULAR PROCESSES AND SIGNALING","Defense mechanisms","Defense (V)","Defense (V)","COG","Defense (V)"
"114142","V","COG5444","YeeF","Predicted ribonuclease, toxin component of the YeeF-YezG toxin-antitoxin module","unknown function","CELLULAR PROCESSES AND SIGNALING","Defense mechanisms","Defense (V)","Defense (V)","COG","Defense (V)"
"114143","V","COG3309","VapD","Virulence-associated protein VapD, endoribonuclease","unknown function","CELLULAR PROCESSES AND SIGNALING","Defense mechanisms","Defense (V)","Defense (V)","COG","Defense (V)"
"114144","V","COG4452","CreD","Inner membrane protein CreD involved in colicin E2 resistance","unknown function","CELLULAR PROCESSES AND SIGNALING","Defense mechanisms","Defense (V)","Defense (V)","COG","Defense (V)"
"114145","V","COG0693","YajL","Protein/nucleotide deglycase, PfpI/YajL/DJ-1 family (repair of methylglyoxal-glycated proteins and nucleic acids)","unknown function","CELLULAR PROCESSES AND SIGNALING","Defense mechanisms","Defense (V)","Defense (V)","COG","Defense (V)"
"114146","V","COG5551","Cas6a","CRISPR/Cas system endoribonuclease Cas6, RAMP superfamily","CRISPR-Cas system","CELLULAR PROCESSES AND SIGNALING","Defense mechanisms","Defense (V)","Defense (V)","COG","Defense (V)"
"114147","V","COG1131","CcmA","ABC-type multidrug transport system, ATPase component","unknown function","CELLULAR PROCESSES AND SIGNALING","Defense mechanisms","Defense (V)","Defense (V)","COG","Defense (V)"
"114148","V","COG5933","Cas5f","CRISPR-Cas system type I-F effector complex subunit Cas5f/Csy2,  RAMP superfamily","CRISPR-Cas system","CELLULAR PROCESSES AND SIGNALING","Defense mechanisms","Defense (V)","Defense (V)","COG","Defense (V)"
"114149","V","COG0577","SalY","ABC-type antimicrobial peptide transport system, permease component","unknown function","CELLULAR PROCESSES AND SIGNALING","Defense mechanisms","Defense (V)","Defense (V)","COG","Defense (V)"
"114150","V","COG1336","Cmr4","CRISPR-Cas system type III CMR-effector complex subunit Cmr4, RAMP superfamily Cas7 group","CRISPR-Cas system","CELLULAR PROCESSES AND SIGNALING","Defense mechanisms","Defense (V)","Defense (V)","COG","Defense (V)"
"114151","V","COG1694","MazG","NTP pyrophosphatase, house-cleaning of non-canonical NTPs","unknown function","CELLULAR PROCESSES AND SIGNALING","Defense mechanisms","Defense (V)","Defense (V)","COG","Defense (V)"
"114152","V","COG5608","LEA","Dessication stress tolerance protein, LEA/WHy domain","unknown function","CELLULAR PROCESSES AND SIGNALING","Defense mechanisms","Defense (V)","Defense (V)","COG","Defense (V)"
"114153","V","COG1367","Cmr1","CRISPR-Cas system type III CMR-effector complex subunit Cmr1, RAMP superfamily Cas7 group","CRISPR-Cas system","CELLULAR PROCESSES AND SIGNALING","Defense mechanisms","Defense (V)","Defense (V)","COG","Defense (V)"
"114154","V","COG0842","YadH","ABC-type multidrug transport system, permease component","unknown function","CELLULAR PROCESSES AND SIGNALING","Defense mechanisms","Defense (V)","Defense (V)","COG","Defense (V)"
"114155","V","COG5428","YuzE","Predicted antitoxin component YuzE of a toxin-antitoxin system, DUF2283 family","unknown function","CELLULAR PROCESSES AND SIGNALING","Defense mechanisms","Defense (V)","Defense (V)","COG","Defense (V)"
"114156","V","COG3183","Predicted restriction endonuclease, HNH family","Predicted restriction endonuclease, HNH family","unknown function","CELLULAR PROCESSES AND SIGNALING","Defense mechanisms","Defense (V)","Defense (V)","COG","Defense (V)"
"114157","V","COG3059","YkgB","Reactive chlorine resistance protein RclC/YkgB, DUF417 family","unknown function","CELLULAR PROCESSES AND SIGNALING","Defense mechanisms","Defense (V)","Defense (V)","COG","Defense (V)"
"114158","V","COG2337","MazF","mRNA-degrading endonuclease MazF, toxin component of the MazEF toxin-antitoxin module","unknown function","CELLULAR PROCESSES AND SIGNALING","Defense mechanisms","Defense (V)","Defense (V)","COG","Defense (V)"
"114159","V","COG3549","HigB","Plasmid maintenance system killer protein","unknown function","CELLULAR PROCESSES AND SIGNALING","Defense mechanisms","Defense (V)","Defense (V)","COG","Defense (V)"
"114160","V","COG3440","Predicted restriction endonuclease","Predicted restriction endonuclease","unknown function","CELLULAR PROCESSES AND SIGNALING","Defense mechanisms","Defense (V)","Defense (V)","COG","Defense (V)"
"114161","V","COG2367","PenP","Beta-lactamase class A","unknown function","CELLULAR PROCESSES AND SIGNALING","Defense mechanisms","Defense (V)","Defense (V)","COG","Defense (V)"
"114162","V","COG1403","McrA","5-methylcytosine-specific restriction endonuclease McrA","unknown function","CELLULAR PROCESSES AND SIGNALING","Defense mechanisms","Defense (V)","Defense (V)","COG","Defense (V)"
"114163","V","COG4734","ArdA","Antirestriction protein ArdA","unknown function","CELLULAR PROCESSES AND SIGNALING","Defense mechanisms","Defense (V)","Defense (V)","COG","Defense (V)"
"114164","V","COG0450","AhpC","Alkyl hydroperoxide reductase subunit AhpC (peroxiredoxin)","unknown function","CELLULAR PROCESSES AND SIGNALING","Defense mechanisms","Defense (V)","Defense (V)","COG","Defense (V)"
"114165","V","COG5938","Cas8b1","CRISPR-Cas system type I-B effector complex large subunit Cas8b1","CRISPR-Cas system","CELLULAR PROCESSES AND SIGNALING","Defense mechanisms","Defense (V)","Defense (V)","COG","Defense (V)"
"114166","V","COG0251","RidA","Enamine deaminase RidA, house cleaning of reactive enamine intermediates, YjgF/YER057c/UK114 family","Pyrimidine degradation","CELLULAR PROCESSES AND SIGNALING","Defense mechanisms","Defense (V)","Defense (V)","COG","Defense (V)"
"114167","V","COG4403","LcnDR2","Lantibiotic modifying enzyme","unknown function","CELLULAR PROCESSES AND SIGNALING","Defense mechanisms","Defense (V)","Defense (V)","COG","Defense (V)"
"114168","V","COG4461","LprI","Lysozyme inhibitor LprI","unknown function","CELLULAR PROCESSES AND SIGNALING","Defense mechanisms","Defense (V)","Defense (V)","COG","Defense (V)"
"114169","V","COG3093","VapI","Plasmid maintenance system antidote protein VapI, contains XRE-type HTH domain","unknown function","CELLULAR PROCESSES AND SIGNALING","Defense mechanisms","Defense (V)","Defense (V)","COG","Defense (V)"
"114170","V","COG2720","YoaR","Vancomycin resistance protein YoaR (function unknown), contains peptidoglycan-binding and VanW domains","unknown function","CELLULAR PROCESSES AND SIGNALING","Defense mechanisms","Defense (V)","Defense (V)","COG","Defense (V)"
"114171","V","COG4006","Csm6","CRISPR-Cas system-associated protein Csm6, contains CARF domain","CRISPR-Cas system","CELLULAR PROCESSES AND SIGNALING","Defense mechanisms","Defense (V)","Defense (V)","COG","Defense (V)"
"114172","V","COG1598","HicB","Antitoxin component HicB of the HicAB toxin-antitoxin system","unknown function","CELLULAR PROCESSES AND SIGNALING","Defense mechanisms","Defense (V)","Defense (V)","COG","Defense (V)"
"114173","V","COG3742","VapC","VapC family ribonuclease, contains PIN domain","unknown function","CELLULAR PROCESSES AND SIGNALING","Defense mechanisms","Defense (V)","Defense (V)","COG","Defense (V)"
"114174","V","COG4691","StbC1","Plasmid stability protein StbC1, contains ribbon-helix-helix domain","unknown function","CELLULAR PROCESSES AND SIGNALING","Defense mechanisms","Defense (V)","Defense (V)","COG","Defense (V)"
"114175","V","COG5934","Cas6e","CRISPR-Cas system endoribonuclease Cas6e, RAMP superfamily","CRISPR-Cas system","CELLULAR PROCESSES AND SIGNALING","Defense mechanisms","Defense (V)","Defense (V)","COG","Defense (V)"
"114176","V","COG4118","Phd","Antitoxin component of toxin-antitoxin stability system, DNA-binding transcriptional repressor","unknown function","CELLULAR PROCESSES AND SIGNALING","Defense mechanisms","Defense (V)","Defense (V)","COG","Defense (V)"
"114177","V","COG4343","Cas4","CRISPR/Cas system-associated exonuclease Cas4, RecB family","CRISPR-Cas system","CELLULAR PROCESSES AND SIGNALING","Defense mechanisms","Defense (V)","Defense (V)","COG","Defense (V)"
"114178","V","COG3077","RelB","Antitoxin component of the RelBE or YafQ-DinJ toxin-antitoxin module","unknown function","CELLULAR PROCESSES AND SIGNALING","Defense mechanisms","Defense (V)","Defense (V)","COG","Defense (V)"
"114179","V","COG3467","NimA","Nitroimidazole reductase NimA or a related FMN-containing flavoprotein, pyridoxamine 5'-phosphate oxidase superfamily","unknown function","CELLULAR PROCESSES AND SIGNALING","Defense mechanisms","Defense (V)","Defense (V)","COG","Defense (V)"
"114180","V","COG1848","VapC","VapC family ribonuclease, toxin component of the VapBC toxin-antitoxin module, contains PIN domain","unknown function","CELLULAR PROCESSES AND SIGNALING","Defense mechanisms","Defense (V)","Defense (V)","COG","Defense (V)"
"114181","V","COG5937","Cas8a4","CRISPR-Cas system type I-A effector complex large subunit Cas8a4","CRISPR-Cas system","CELLULAR PROCESSES AND SIGNALING","Defense mechanisms","Defense (V)","Defense (V)","COG","Defense (V)"
"114182","V","COG4200","EfiE","Predicted lantabiotic-exporting membrane pepmease, EfiE/EfiG/ABC2 family","unknown function","CELLULAR PROCESSES AND SIGNALING","Defense mechanisms","Defense (V)","Defense (V)","COG","Defense (V)"
"114183","V","COG3725","AmpE","Membrane protein AmpE required for beta-lactamase induction","unknown function","CELLULAR PROCESSES AND SIGNALING","Defense mechanisms","Defense (V)","Defense (V)","COG","Defense (V)"
"114184","V","COG1715","Mrr","Restriction endonuclease Mrr","unknown function","CELLULAR PROCESSES AND SIGNALING","Defense mechanisms","Defense (V)","Defense (V)","COG","Defense (V)"
"114185","V","COG2361","HEPN","HEPN domain protein, predicted toxin of MNT-HEPN system","unknown function","CELLULAR PROCESSES AND SIGNALING","Defense mechanisms","Defense (V)","Defense (V)","COG","Defense (V)"
"114186","V","COG1132","MdlB","ABC-type multidrug transport system, ATPase and permease component","unknown function","CELLULAR PROCESSES AND SIGNALING","Defense mechanisms","Defense (V)","Defense (V)","COG","Defense (V)"
"114187","V","COG3337","Cmr5","CRISPR-Cas system type III CMR-effector complex small subunit Cmr5","CRISPR-Cas system","CELLULAR PROCESSES AND SIGNALING","Defense mechanisms","Defense (V)","Defense (V)","COG","Defense (V)"
"114188","V","COG5944","Cas8g1","CRISPR-Cas system type I-G effector complex large subunit Cas8g1","CRISPR-Cas system","CELLULAR PROCESSES AND SIGNALING","Defense mechanisms","Defense (V)","Defense (V)","COG","Defense (V)"
"114189","V","COG3896","Chloramphenicol 3-O-phosphotransferase","Chloramphenicol 3-O-phosphotransferase","unknown function","CELLULAR PROCESSES AND SIGNALING","Defense mechanisms","Defense (V)","Defense (V)","COG","Defense (V)"
"114190","V","COG0286","HsdM","Type I restriction-modification system, DNA methylase subunit","unknown function","CELLULAR PROCESSES AND SIGNALING","Defense mechanisms","Defense (V)","Defense (V)","COG","Defense (V)"
"114191","V","COG5658","SdpI","Bacterial immunity/signal transduction membrane protein SdpI,  SdpI/YbgB/DUF1648 family","unknown function","CELLULAR PROCESSES AND SIGNALING","Defense mechanisms","Defense (V)","Defense (V)","COG","Defense (V)"
"114192","V","COG1487","VapC","Ribonuclease/mRNA interferase VapC, contains PIN domain","unknown function","CELLULAR PROCESSES AND SIGNALING","Defense mechanisms","Defense (V)","Defense (V)","COG","Defense (V)"
"114193","V","COG1421","Csm2","CRISPR-Cas system type III CSM-effector complex small subunit Csm2","CRISPR-Cas system","CELLULAR PROCESSES AND SIGNALING","Defense mechanisms","Defense (V)","Defense (V)","COG","Defense (V)"
"114194","V","COG1517","Csx1","CRISPR/Cas system-associated protein Csx1, contains CARF domain","CRISPR-Cas system","CELLULAR PROCESSES AND SIGNALING","Defense mechanisms","Defense (V)","Defense (V)","COG","Defense (V)"
"114195","V","COG1002","YeeA","Type II restriction/modification system, endonuclease and methylase domains","unknown function","CELLULAR PROCESSES AND SIGNALING","Defense mechanisms","Defense (V)","Defense (V)","COG","Defense (V)"
"114196","V","COG1275","TehA","Tellurite resistance protein TehA and related permeases","unknown function","CELLULAR PROCESSES AND SIGNALING","Defense mechanisms","Defense (V)","Defense (V)","COG","Defense (V)"
"114197","V","COG1468","Cas4","CRISPR/Cas system-associated exonuclease Cas4, RecB family","CRISPR-Cas system","CELLULAR PROCESSES AND SIGNALING","Defense mechanisms","Defense (V)","Defense (V)","COG","Defense (V)"
"114198","V","COG5941","Cas8c","CRISPR-Cas system type I-C effector complex large subunit Cas8c","CRISPR-Cas system","CELLULAR PROCESSES AND SIGNALING","Defense mechanisms","Defense (V)","Defense (V)","COG","Defense (V)"
"114199","V","COG5940","Cas8b3","CRISPR-Cas system type I-B effector complex large subunit Cas8b3","CRISPR-Cas system","CELLULAR PROCESSES AND SIGNALING","Defense mechanisms","Defense (V)","Defense (V)","COG","Defense (V)"
"114200","V","COG3853","YaaN","Uncharacterized conserved protein YaaN involved in tellurite resistance","unknown function","CELLULAR PROCESSES AND SIGNALING","Defense mechanisms","Defense (V)","Defense (V)","COG","Defense (V)"
"114201","V","COG1401","McrB","5-methylcytosine-specific restriction endonuclease McrBC, GTP-binding regulatory subunit McrB","unknown function","CELLULAR PROCESSES AND SIGNALING","Defense mechanisms","Defense (V)","Defense (V)","COG","Defense (V)"
"114202","V","COG1688","Cas5","CRISPR/Cas system-associated protein Cas5, RAMP superfamily","CRISPR-Cas system","CELLULAR PROCESSES AND SIGNALING","Defense mechanisms","Defense (V)","Defense (V)","COG","Defense (V)"
"114203","V","COG3744","PIN domain nuclease, a component of toxin-antitoxin system (PIN domain)","PIN domain nuclease, a component of toxin-antitoxin system (PIN domain)","unknown function","CELLULAR PROCESSES AND SIGNALING","Defense mechanisms","Defense (V)","Defense (V)","COG","Defense (V)"
"114204","V","COG1133","SbmA","Peptide antibiotic transporter SbmA/BacA, ABC-type permease family","unknown function","CELLULAR PROCESSES AND SIGNALING","Defense mechanisms","Defense (V)","Defense (V)","COG","Defense (V)"
"114205","V","COG0534","NorM","Na+-driven multidrug efflux pump, DinF/NorM/MATE family","unknown function","CELLULAR PROCESSES AND SIGNALING","Defense mechanisms","Defense (V)","Defense (V)","COG","Defense (V)"
"114206","V","COG3634","AhpF","Alkyl hydroperoxide reductase subunit AhpF","unknown function","CELLULAR PROCESSES AND SIGNALING","Defense mechanisms","Defense (V)","Defense (V)","COG","Defense (V)"
"114207","V","COG2746","YokD","Aminoglycoside N3'-acetyltransferase","unknown function","CELLULAR PROCESSES AND SIGNALING","Defense mechanisms","Defense (V)","Defense (V)","COG","Defense (V)"
"114208","V","COG2254","Cas3","CRISPR/Cas system-associated endonuclease Cas3-HD","CRISPR-Cas system","CELLULAR PROCESSES AND SIGNALING","Defense mechanisms","Defense (V)","Defense (V)","COG","Defense (V)"
"114209","V","COG3510","CmcI","Cephalosporin hydroxylase","unknown function","CELLULAR PROCESSES AND SIGNALING","Defense mechanisms","Defense (V)","Defense (V)","COG","Defense (V)"
"114210","V","COG4167","SapF","ABC-type antimicrobial peptide export system, ATPase component SapF","unknown function","CELLULAR PROCESSES AND SIGNALING","Defense mechanisms","Defense (V)","Defense (V)","COG","Defense (V)"
"114211","V","COG1578","DUF89","House-cleaning carbohydrate phosphatase, DUF89 family","unknown function","CELLULAR PROCESSES AND SIGNALING","Defense mechanisms","Defense (V)","Defense (V)","COG","Defense (V)"
"114212","V","COG2914","PasI","Putative antitoxin component PasI (RatB) of the RatAB toxin-antitoxin module, ubiquitin-RnfH superfamily","unknown function","CELLULAR PROCESSES AND SIGNALING","Defense mechanisms","Defense (V)","Defense (V)","COG","Defense (V)"
"114213","V","COG1566","EmrA","Multidrug resistance efflux pump EmrA","unknown function","CELLULAR PROCESSES AND SIGNALING","Defense mechanisms","Defense (V)","Defense (V)","COG","Defense (V)"
"114214","V","COG1332","Csm5","CRISPR-Cas system type III CSM-effector complex subunit Csm5, RAMP superfamily Cas7 group","CRISPR-Cas system","CELLULAR PROCESSES AND SIGNALING","Defense mechanisms","Defense (V)","Defense (V)","COG","Defense (V)"
